latitude,longitude,UTMX,UTMY,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
28.4,77.27000000000022,722395,3143610,0.0001656276626420721,208,57.083333333333336,3560.863,10.17849,317.0833333333333,118.33333333333333
28.4,77.28000000000023,723375,3143628,0.00017047294247977198,207,57.083333333333336,3560.8633,30.92146,317.0833333333333,118.33333333333333
28.4,77.29000000000023,724355,3143647,0.00017047294247977198,207,57.083333333333336,3560.8633,30.92146,317.0833333333333,118.33333333333333
28.4,77.30000000000024,725335,3143666,0.00017047294247977198,207,57.083333333333336,3560.8633,30.92146,317.0833333333333,118.33333333333333
28.4,77.31000000000024,726315,3143684,0.00017093532589240626,204,58.666666666666664,1310.2931,39.731094,318.25,117.5
28.4,77.32000000000025,727295,3143703,0.00017093532589240626,204,58.666666666666664,1310.2931,39.731094,318.25,117.5
28.4,77.33000000000025,728275,3143722,0.00017093532589240626,204,58.666666666666664,1310.2931,39.731094,318.25,117.5
28.41,76.84,680241,3143999,0.00014065446508465055,200,68.58333333333333,415.6869,3.8623438,314.0833333333333,121.66666666666667
28.41,76.85000000000001,681221,3144014,0.0001416701036459188,204,69.41666666666667,415.62146,5.340625,313.4166666666667,120.83333333333333
28.41,76.86000000000001,682201,3144029,0.0001416701036459188,204,69.41666666666667,415.62146,5.340625,313.4166666666667,120.83333333333333
28.41,76.87000000000002,683180,3144044,0.0001416701036459188,204,69.41666666666667,415.62146,5.340625,313.4166666666667,120.83333333333333
28.41,76.88000000000002,684160,3144059,0.00011303291668455907,222,45.916666666666664,383.3578,3.3293228,320.5833333333333,125.0
28.41,76.89000000000003,685140,3144075,0.00011303291668455907,222,45.916666666666664,383.3578,3.3293228,320.5833333333333,125.0
28.41,76.90000000000003,686120,3144090,0.00011303291668455907,222,45.916666666666664,383.3578,3.3293228,320.5833333333333,125.0
28.41,76.91000000000004,687100,3144106,0.00011878733281275312,224,47.25,2140.7505,11.096198,320.25,123.33333333333333
28.41,76.92000000000004,688079,3144121,0.00011878733281275312,224,47.25,2140.7505,11.096198,320.25,123.33333333333333
28.41,76.93000000000005,689059,3144137,0.00011878733281275312,224,47.25,2140.7505,11.096198,320.25,123.33333333333333
28.41,76.94000000000005,690039,3144153,0.00012442972370670634,225,47.25,2140.7507,7.6514583,320.25,123.33333333333333
28.41,76.95000000000006,691019,3144168,0.00012442972370670634,225,47.25,2140.7507,7.6514583,320.25,123.33333333333333
28.41,76.96000000000006,691998,3144184,0.00012442972370670634,225,47.25,2140.7507,7.6514583,320.25,123.33333333333333
28.41,76.97000000000007,692978,3144200,0.00012442972370670634,225,47.25,2140.7507,7.6514583,320.25,123.33333333333333
28.41,76.98000000000008,693958,3144216,0.00013537774779456382,224,48.5,2140.7507,17.957657,319.6666666666667,120.83333333333333
28.41,76.99000000000008,694938,3144233,0.00013537774779456382,224,48.5,2140.7507,17.957657,319.6666666666667,120.83333333333333
28.41,77.00000000000009,695918,3144249,0.00013537774779456382,224,48.5,2140.7507,17.957657,319.6666666666667,120.83333333333333
28.41,77.01000000000009,696897,3144265,0.0001416580698210201,225,50.25,2140.7507,28.774635,318.8333333333333,115.83333333333333
28.41,77.0200000000001,697877,3144282,0.0001416580698210201,225,50.25,2140.7507,28.774635,318.8333333333333,115.83333333333333
28.41,77.0300000000001,698857,3144298,0.0001416580698210201,225,50.25,2140.7507,28.774635,318.8333333333333,115.83333333333333
28.41,77.0400000000001,699837,3144315,0.0001508916737038049,231,52.0,2140.7505,35.199947,317.75,112.5
28.41,77.05000000000011,700817,3144331,0.0001508916737038049,231,52.0,2140.7505,35.199947,317.75,112.5
28.41,77.06000000000012,701797,3144348,0.0001508916737038049,231,52.0,2140.7505,35.199947,317.75,112.5
28.41,77.07000000000012,702776,3144365,0.00015507013418064152,236,52.0,2140.7505,31.645468,317.75,112.5
28.41,77.08000000000013,703756,3144382,0.00015507013418064152,236,52.0,2140.7505,31.645468,317.75,112.5
28.41,77.09000000000013,704736,3144399,0.00015507013418064152,236,52.0,2140.7505,31.645468,317.75,112.5
28.41,77.10000000000014,705716,3144416,0.00014682656949269724,246,54.0,2140.7507,33.831665,315.8333333333333,118.33333333333333
28.41,77.11000000000014,706696,3144433,0.00014682656949269724,246,54.0,2140.7507,33.831665,315.8333333333333,118.33333333333333
28.41,77.12000000000015,707676,3144450,0.00014682656949269724,246,54.0,2140.7507,33.831665,315.8333333333333,118.33333333333333
28.41,77.13000000000015,708655,3144467,0.00014565016285778833,250,55.083333333333336,625.61176,13.912969,314.3333333333333,120.83333333333333
28.41,77.14000000000016,709635,3144485,0.00014565016285778833,250,55.083333333333336,625.61176,13.912969,314.3333333333333,120.83333333333333
28.41,77.15000000000016,710615,3144502,0.00014565016285778833,250,55.083333333333336,625.61176,13.912969,314.3333333333333,120.83333333333333
28.41,77.16000000000017,711595,3144520,0.00014758031031593145,276,56.833333333333336,6583.9785,4.146146,312.6666666666667,119.16666666666667
28.41,77.17000000000017,712575,3144537,0.00014758031031593145,276,56.833333333333336,6583.9785,4.146146,312.6666666666667,119.16666666666667
28.41,77.18000000000018,713555,3144555,0.00014758031031593145,276,56.833333333333336,6583.9785,4.146146,312.6666666666667,119.16666666666667
28.41,77.19000000000018,714535,3144573,0.00015171882549548996,297,56.833333333333336,6641.208,3.268125,312.6666666666667,119.16666666666667
28.41,77.20000000000019,715514,3144591,0.00015171882549548996,297,56.833333333333336,6641.208,3.268125,312.6666666666667,119.16666666666667
28.41,77.21000000000019,716494,3144609,0.00015171882549548996,297,56.833333333333336,6641.208,3.268125,312.6666666666667,119.16666666666667
28.41,77.2200000000002,717474,3144627,0.0001546510645399213,285,58.916666666666664,6641.207,4.4971356,312.3333333333333,120.0
28.41,77.2300000000002,718454,3144645,0.0001546510645399213,285,58.916666666666664,6641.207,4.4971356,312.3333333333333,120.0
28.41,77.24000000000021,719434,3144663,0.0001546510645399213,285,58.916666666666664,6641.207,4.4971356,312.3333333333333,120.0
28.41,77.25000000000021,720414,3144681,0.00016749524138189666,241,59.25,3829.1426,5.5851564,315.3333333333333,118.33333333333333
28.41,77.26000000000022,721394,3144700,0.00016749524138189666,241,59.25,3829.1426,5.5851564,315.3333333333333,118.33333333333333
